node1	node2	combined_score
CCND2	CCNE1	0.64
CCND2	AKT1	0.681
CCND2	ABL1	0.71
CCND2	E2F1	0.791
CCND2	E2F2	0.838
CCND2	BCL2	0.885
CCND2	CCND3	0.937
CCND2	CDC25A	0.955
CCND2	CDKN2B	0.962
CCND2	CDKN2C	0.963
CCND2	CDKN2A	0.99
CCND2	CDKN1C	0.994
CCND2	CDK2	0.995
CCND2	CDK6	0.999
CCND2	CDKN1A	0.999
CDH1	AKT3	0.409
CDH1	ABL1	0.433
CDH1	BECN1	0.447
CDH1	ARID1A	0.447
CDH1	CDKN2B	0.449
CDH1	ALK	0.449
CDH1	AKT2	0.461
CDH1	AREG	0.463
CDH1	BCL2L11	0.477
CDH1	ATM	0.478
CDH1	BRCA2	0.479
CDH1	CCNE1	0.489
CDH1	CCNA2	0.527
CDH1	CDKN1A	0.583
CDH1	BCL2L1	0.587
CDH1	CASP9	0.589
CDH1	BRAF	0.598
CDH1	CDK2	0.603
CDH1	AR	0.629
CDH1	E2F1	0.643
CDH1	CDK6	0.666
CDH1	ANXA5	0.668
CDH1	BRCA1	0.676
CDH1	CASP8	0.692
CDH1	CDKN2A	0.713
CDH1	CD274	0.718
CDH1	BCL2	0.736
CDH1	AKT1	0.903
CDH1	CD44	0.927
CDH1	CASP3	0.956
CDH1	CTNNB1	0.999
CCNE1	AKT2	0.406
CCNE1	CDKN3	0.42
CCNE1	CASP9	0.445
CCNE1	BCL2L1	0.449
CCNE1	ANXA5	0.469
CCNE1	AR	0.501
CCNE1	BRAF	0.525
CCNE1	BCL2L11	0.53
CCNE1	ATM	0.537
CCNE1	CDKN2C	0.559
CCNE1	CASP3	0.577
CCNE1	BRCA2	0.588
CCNE1	CDKN2B	0.596
CCNE1	BCL2	0.609
CCNE1	ARID1A	0.62
CCNE1	CCND3	0.629
CCNE1	AKT1	0.667
CCNE1	CTNNB1	0.685
CCNE1	BRCA1	0.718
CCNE1	CDKN2A	0.814
CCNE1	CCNA2	0.903
CCNE1	E2F2	0.908
CCNE1	E2F1	0.942
CCNE1	CCNE2	0.956
CCNE1	CDKN1C	0.973
CCNE1	CDC25A	0.991
CCNE1	CDK6	0.999
CCNE1	CDKN1A	0.999
CCNE1	CDK2	0.999
CDKN2C	E2F2	0.404
CDKN2C	CCNE2	0.467
CDKN2C	AKT1	0.487
CDKN2C	CDKN3	0.536
CDKN2C	ATM	0.544
CDKN2C	CCNA2	0.577
CDKN2C	BRAF	0.599
CDKN2C	E2F1	0.607
CDKN2C	CDK2	0.669
CDKN2C	CDKN2B	0.751
CDKN2C	CDKN2A	0.815
CDKN2C	CDKN1C	0.858
CDKN2C	CDKN1A	0.902
CDKN2C	CCND3	0.993
CDKN2C	CDK6	0.999
CDK6	ARID1A	0.422
CDK6	CD274	0.429
CDK6	CYP19A1	0.434
CDK6	AKT1	0.443
CDK6	BCL2L11	0.447
CDK6	CASP8	0.483
CDK6	CD44	0.489
CDK6	BRCA2	0.49
CDK6	ABL1	0.56
CDK6	CASP9	0.57
CDK6	BRCA1	0.578
CDK6	BCL2L1	0.587
CDK6	ATM	0.619
CDK6	ANXA5	0.633
CDK6	AR	0.654
CDK6	CASP3	0.67
CDK6	BCL2	0.712
CDK6	CTNNB1	0.752
CDK6	E2F2	0.776
CDK6	CDKN3	0.901
CDK6	E2F1	0.931
CDK6	CCNE2	0.959
CDK6	CDC25A	0.986
CDK6	CDKN1C	0.995
CDK6	CDK2	0.998
CDK6	CCND3	0.999
CDK6	CDKN1A	0.999
CDK6	CDKN2B	0.999
CDK6	CCNA2	0.999
CDK6	CDKN2A	0.999
CDK2	BECN1	0.403
CDK2	CYP19A1	0.421
CDK2	AR	0.495
CDK2	BCL2L11	0.505
CDK2	ABL1	0.53
CDK2	AKT1	0.577
CDK2	BCL2L1	0.664
CDK2	CASP9	0.673
CDK2	ANXA5	0.683
CDK2	CTNNB1	0.733
CDK2	CASP8	0.756
CDK2	CDKN2B	0.799
CDK2	BCL2	0.812
CDK2	CASP3	0.829
CDK2	BRCA2	0.946
CDK2	E2F2	0.962
CDK2	ATM	0.966
CDK2	BRCA1	0.984
CDK2	CDKN2A	0.993
CDK2	E2F1	0.997
CDK2	CDC25A	0.998
CDK2	CCNA2	0.999
CDK2	CDKN1C	0.999
CDK2	CCNE2	0.999
CDK2	CDKN1A	0.999
CDK2	CCND3	0.999
CDK2	CDKN3	0.999
CDKN2B	CDC25A	0.402
CDKN2B	ARID1A	0.434
CDKN2B	BCL2	0.437
CDKN2B	BRCA2	0.449
CDKN2B	CTNNB1	0.453
CDKN2B	CD44	0.461
CDKN2B	ABL1	0.463
CDKN2B	BRCA1	0.493
CDKN2B	E2F1	0.507
CDKN2B	ATM	0.518
CDKN2B	CCNA2	0.519
CDKN2B	BRAF	0.534
CDKN2B	AKT1	0.58
CDKN2B	CDKN3	0.722
CDKN2B	CDKN1C	0.835
CDKN2B	CDKN1A	0.89
CDKN2B	CCND3	0.946
CDKN2B	CDKN2A	0.951
ATM	AKT3	0.424
ATM	CD44	0.434
ATM	BECN1	0.438
ATM	AKT2	0.454
ATM	E2F2	0.464
ATM	AREG	0.467
ATM	CCND3	0.478
ATM	BCL2L11	0.483
ATM	CDKN3	0.531
ATM	AR	0.539
ATM	CASP9	0.567
ATM	ALK	0.577
ATM	ANXA5	0.605
ATM	BCL2L1	0.617
ATM	CTNNB1	0.62
ATM	ARID1A	0.661
ATM	CD274	0.689
ATM	CASP3	0.702
ATM	BCL2	0.712
ATM	AKT1	0.742
ATM	E2F1	0.756
ATM	BRAF	0.778
ATM	CDKN1A	0.807
ATM	CCNA2	0.815
ATM	CDKN2A	0.847
ATM	CDC25A	0.861
ATM	CASP8	0.961
ATM	ABL1	0.988
ATM	BRCA2	0.995
ATM	BRCA1	0.999
ANXA5	ALK	0.403
ANXA5	CDKN3	0.459
ANXA5	CCND3	0.461
ANXA5	AR	0.464
ANXA5	BRCA1	0.49
ANXA5	CD274	0.519
ANXA5	E2F1	0.533
ANXA5	CDKN2A	0.538
ANXA5	BRAF	0.578
ANXA5	ABL1	0.608
ANXA5	CCNA2	0.62
ANXA5	CDKN1A	0.661
ANXA5	BECN1	0.678
ANXA5	CTNNB1	0.694
ANXA5	BCL2L11	0.712
ANXA5	CD44	0.733
ANXA5	BCL2L1	0.796
ANXA5	AKT1	0.821
ANXA5	CASP8	0.842
ANXA5	CASP9	0.885
ANXA5	BCL2	0.899
ANXA5	CASP3	0.921
CDC25A	BCL2L1	0.418
CDC25A	CD274	0.448
CDC25A	CTNNB1	0.462
CDC25A	CASP3	0.472
CDC25A	CDKN1C	0.476
CDC25A	CDKN2A	0.487
CDC25A	BCL2	0.513
CDC25A	AKT1	0.534
CDC25A	BRCA2	0.555
CDC25A	CDKN3	0.567
CDC25A	E2F2	0.606
CDC25A	CDKN1A	0.847
CDC25A	E2F1	0.907
CDC25A	BRCA1	0.929
CDC25A	CCNA2	0.934
CDC25A	CCND3	0.953
CDC25A	CCNE2	0.984
CASP3	CCNE2	0.43
CASP3	ALK	0.45
CASP3	CYP19A1	0.468
CASP3	CD274	0.524
CASP3	CCND3	0.526
CASP3	CDKN3	0.534
CASP3	ARNT	0.553
CASP3	BRCA1	0.577
CASP3	AR	0.597
CASP3	E2F1	0.604
CASP3	ABL1	0.608
CASP3	BRAF	0.611
CASP3	CDKN2A	0.615
CASP3	BRCA2	0.623
CASP3	CD44	0.653
CASP3	AKT2	0.658
CASP3	CCNA2	0.706
CASP3	AKT3	0.765
CASP3	BCL2L11	0.863
CASP3	BECN1	0.925
CASP3	AKT1	0.945
CASP3	BCL2L1	0.95
CASP3	CTNNB1	0.965
CASP3	BCL2	0.987
CASP3	CDKN1A	0.996
CASP3	CASP8	0.999
CASP3	CASP9	0.999
ARID1A	CDKN1A	0.404
ARID1A	AKT2	0.452
ARID1A	ALK	0.572
ARID1A	CD274	0.583
ARID1A	AKT1	0.591
ARID1A	AR	0.624
ARID1A	BRCA2	0.663
ARID1A	CTNNB1	0.684
ARID1A	BRAF	0.702
ARID1A	CDKN2A	0.72
ARID1A	BRCA1	0.801
CASP9	CCND3	0.403
CASP9	BRAF	0.417
CASP9	CD44	0.451
CASP9	CDKN2A	0.452
CASP9	ARNT	0.464
CASP9	E2F1	0.474
CASP9	BRCA1	0.574
CASP9	CCNA2	0.606
CASP9	CTNNB1	0.621
CASP9	ABL1	0.629
CASP9	CDKN1A	0.713
CASP9	BCL2L11	0.864
CASP9	BECN1	0.928
CASP9	AKT3	0.937
CASP9	AKT2	0.942
CASP9	CASP8	0.944
CASP9	BCL2	0.946
CASP9	AKT1	0.989
CASP9	BCL2L1	0.992
CDKN3	BRAF	0.409
CDKN3	AREG	0.421
CDKN3	BCL2L11	0.435
CDKN3	BCL2L1	0.464
CDKN3	CTNNB1	0.469
CDKN3	E2F1	0.544
CDKN3	BRCA1	0.582
CDKN3	BCL2	0.584
CDKN3	AKT1	0.598
CDKN3	CDKN1C	0.748
CDKN3	CDKN2A	0.842
CDKN3	CDKN1A	0.946
CDKN3	CCNA2	0.947
E2F1	ABL1	0.437
E2F1	CASP8	0.464
E2F1	BRAF	0.467
E2F1	BRCA2	0.518
E2F1	CTNNB1	0.624
E2F1	BCL2L1	0.702
E2F1	BCL2L11	0.707
E2F1	CCND3	0.777
E2F1	BCL2	0.778
E2F1	CDKN1C	0.793
E2F1	AKT1	0.797
E2F1	AR	0.801
E2F1	BRCA1	0.879
E2F1	CCNE2	0.883
E2F1	CDKN2A	0.969
E2F1	CDKN1A	0.977
E2F1	E2F2	0.993
E2F1	CCNA2	0.999
CASP8	BRAF	0.44
CASP8	CD274	0.445
CASP8	BRCA1	0.468
CASP8	ABL1	0.471
CASP8	CD44	0.491
CASP8	AR	0.536
CASP8	CCNA2	0.541
CASP8	CDKN2A	0.586
CASP8	CDKN1A	0.621
CASP8	BCL2L11	0.753
CASP8	CTNNB1	0.768
CASP8	AKT1	0.79
CASP8	BECN1	0.914
CASP8	BCL2L1	0.933
CASP8	BCL2	0.984
ARNT	BCL2	0.421
ARNT	AR	0.465
ARNT	CDKN2A	0.578
ARNT	BRCA1	0.646
ARNT	CTNNB1	0.732
ARNT	AKT1	0.771
BECN1	AR	0.482
BECN1	CTNNB1	0.547
BECN1	BRCA1	0.603
BECN1	CDKN2A	0.671
BECN1	ABL1	0.873
BECN1	AKT1	0.918
BECN1	BCL2L11	0.987
BECN1	BCL2L1	0.999
BECN1	BCL2	0.999
E2F2	BRCA1	0.447
E2F2	AKT1	0.471
E2F2	CDKN2A	0.648
E2F2	CDKN1C	0.701
E2F2	CCND3	0.743
E2F2	CDKN1A	0.778
E2F2	CCNE2	0.845
E2F2	CCNA2	0.973
ABL1	CD44	0.404
ABL1	AKT1	0.409
ABL1	CD274	0.432
ABL1	AR	0.511
ABL1	BRCA2	0.514
ABL1	BCL2L11	0.542
ABL1	CDKN1C	0.554
ABL1	CCND3	0.575
ABL1	BCL2	0.673
ABL1	BCL2L1	0.722
ABL1	CDKN2A	0.763
ABL1	CDKN1A	0.878
ABL1	CTNNB1	0.949
ABL1	BRCA1	0.956
CCND3	BRAF	0.413
CCND3	AREG	0.445
CCND3	CTNNB1	0.451
CCND3	BCL2L1	0.499
CCND3	CCNE2	0.603
CCND3	BCL2	0.604
CCND3	CCNA2	0.618
CCND3	AKT1	0.761
CCND3	CDKN2A	0.975
CCND3	CDKN1C	0.992
CCND3	CDKN1A	0.999
AR	CCNA2	0.431
AR	BCL2L1	0.477
AR	CDKN1A	0.48
AR	CD274	0.509
AR	CD44	0.527
AR	BRCA2	0.594
AR	CDKN2A	0.617
AR	BCL2	0.623
AR	BRAF	0.683
AR	CYP19A1	0.787
AR	AKT1	0.895
AR	BRCA1	0.908
AR	CTNNB1	0.996
BCL2L1	BRCA1	0.448
BCL2L1	CD274	0.488
BCL2L1	BRAF	0.557
BCL2L1	CD44	0.583
BCL2L1	CCNA2	0.584
BCL2L1	CDKN1A	0.704
BCL2L1	CTNNB1	0.766
BCL2L1	CDKN2A	0.814
BCL2L1	AKT3	0.931
BCL2L1	AKT2	0.939
BCL2L1	AKT1	0.991
BCL2L1	BCL2	0.999
BCL2L1	BCL2L11	0.999
BRCA2	CCNE2	0.411
BRCA2	BCL2	0.453
BRCA2	CYP19A1	0.527
BRCA2	CTNNB1	0.543
BRCA2	ALK	0.552
BRCA2	CD274	0.591
BRCA2	AKT1	0.605
BRCA2	CDKN1A	0.635
BRCA2	BRAF	0.721
BRCA2	CDKN2A	0.806
BRCA2	CCNA2	0.877
BRCA2	BRCA1	0.999
CD274	BCL2	0.59
CD274	BRCA1	0.62
CD274	CTNNB1	0.643
CD274	CDKN2A	0.644
CD274	CD44	0.684
CD274	AKT1	0.72
CD274	BRAF	0.799
CD274	ALK	0.818
ALK	BRAF	0.405
ALK	BRCA1	0.544
ALK	BCL2	0.579
ALK	CTNNB1	0.625
ALK	CDKN2A	0.664
AKT2	BCL2L11	0.401
AKT2	CDKN2A	0.465
AKT2	CYP19A1	0.502
AKT2	CCNA2	0.527
AKT2	CTNNB1	0.721
AKT2	BRCA1	0.938
AKT2	BCL2	0.95
AKT2	CDKN1A	0.955
AKT2	AKT3	0.965
AKT2	AKT1	0.991
BCL2L11	CCNA2	0.431
BCL2L11	CD44	0.446
BCL2L11	CTNNB1	0.525
BCL2L11	CDKN2A	0.541
BCL2L11	CDKN1A	0.726
BCL2L11	BRAF	0.783
BCL2L11	AKT1	0.833
BCL2L11	BCL2	0.999
BTC	AKT1	0.446
BTC	AREG	0.991
AREG	CYP19A1	0.411
AREG	BRAF	0.418
AREG	CTNNB1	0.421
AREG	AKT1	0.581
AREG	CD44	0.586
CYP19A1	CTNNB1	0.506
CYP19A1	BCL2	0.524
CYP19A1	CD44	0.545
CYP19A1	BRCA1	0.6
CYP19A1	AKT1	0.748
BCL2	CDKN1C	0.404
BCL2	CCNE2	0.498
BCL2	CCNA2	0.69
BCL2	CD44	0.692
BCL2	CDKN2A	0.717
BCL2	BRAF	0.761
BCL2	CTNNB1	0.781
BCL2	BRCA1	0.8
BCL2	CDKN1A	0.82
BCL2	AKT3	0.947
BCL2	AKT1	0.993
CDKN1A	CD44	0.494
CDKN1A	BRAF	0.508
CDKN1A	CTNNB1	0.625
CDKN1A	CDKN1C	0.735
CDKN1A	BRCA1	0.809
CDKN1A	AKT3	0.95
CDKN1A	CDKN2A	0.966
CDKN1A	AKT1	0.995
CDKN1A	CCNE2	0.999
CDKN1A	CCNA2	0.999
CD44	BRAF	0.472
CD44	BRCA1	0.505
CD44	CDKN2A	0.614
CD44	AKT1	0.777
CD44	CTNNB1	0.846
CDKN1C	CTNNB1	0.404
CDKN1C	AKT1	0.59
CDKN1C	CDKN2A	0.86
CDKN1C	CCNE2	0.978
CDKN1C	CCNA2	0.998
CDKN2A	AKT3	0.451
CDKN2A	CCNE2	0.483
CDKN2A	CCNA2	0.696
CDKN2A	BRCA1	0.832
CDKN2A	AKT1	0.866
CDKN2A	BRAF	0.892
CDKN2A	CTNNB1	0.93
BRCA1	CCNE2	0.487
BRCA1	BRAF	0.678
BRCA1	CTNNB1	0.731
BRCA1	AKT3	0.934
BRCA1	CCNA2	0.956
BRCA1	AKT1	0.993
BRAF	AKT1	0.783
BRAF	CTNNB1	0.795
CCNE2	AKT1	0.448
CCNE2	CCNA2	0.866
AKT1	CCNA2	0.771
AKT1	AKT3	0.958
AKT1	CTNNB1	0.979
CCNA2	AKT3	0.474
CCNA2	CTNNB1	0.725
CTNNB1	AKT3	0.518
FKBP4	GATA3	0.519
FKBP4	FOXA1	0.56
FKBP4	EP300	0.574
FKBP4	ESR2	0.596
FKBP4	ESR1	0.893
FKBP4	HSP90AA1	0.999
KRT14	KRT19	0.47
KRT14	KRT8	0.502
KRT14	KIT	0.505
KRT14	FOXA1	0.52
KRT14	GATA3	0.553
KRT14	EPCAM	0.587
KRT14	ESR1	0.609
KRT14	ERBB2	0.654
KRT14	EGF	0.666
KRT14	EGFR	0.696
KRT14	KRT5	0.999
HGF	ESR1	0.411
HGF	MAP2K1	0.435
HGF	EPCAM	0.447
HGF	JUN	0.481
HGF	IGF2	0.522
HGF	KRT19	0.555
HGF	FGF19	0.576
HGF	HIF1A	0.607
HGF	JAK2	0.641
HGF	HRAS	0.649
HGF	ERBB4	0.781
HGF	FGFR1	0.814
HGF	GRB2	0.838
HGF	EGF	0.844
HGF	KRAS	0.852
HGF	GAB1	0.858
HGF	IGF1	0.869
HGF	FGFR2	0.906
HGF	ERBB2	0.918
HGF	KIT	0.925
HGF	ERBB3	0.952
HGF	IGF1R	0.955
HGF	KDR	0.966
HGF	EGFR	0.98
MAPK14	IGF1R	0.422
MAPK14	ETS1	0.447
MAPK14	EIF4EBP1	0.463
MAPK14	GATA3	0.466
MAPK14	EGF	0.489
MAPK14	ERBB2	0.491
MAPK14	HSP90AA1	0.558
MAPK14	MCL1	0.598
MAPK14	KDR	0.62
MAPK14	GRB2	0.631
MAPK14	IGF1	0.64
MAPK14	HRAS	0.677
MAPK14	HIF1A	0.693
MAPK14	EP300	0.741
MAPK14	EGFR	0.799
MAPK14	KRAS	0.807
MAPK14	ESR2	0.921
MAPK14	FOXO1	0.935
MAPK14	FOXO3	0.949
MAPK14	ESR1	0.954
MAPK14	MAPK8	0.955
MAPK14	MAP2K1	0.97
MAPK14	FOS	0.985
MAPK14	JUN	0.992
FOXA1	IGF1R	0.406
FOXA1	EGF	0.408
FOXA1	MAP2K1	0.414
FOXA1	FOXM1	0.423
FOXA1	HIF1A	0.428
FOXA1	ETS1	0.434
FOXA1	EPCAM	0.476
FOXA1	EZH2	0.492
FOXA1	GRB7	0.505
FOXA1	HRAS	0.508
FOXA1	KRT19	0.513
FOXA1	INPP4B	0.516
FOXA1	KRT5	0.577
FOXA1	EGFR	0.592
FOXA1	KRAS	0.592
FOXA1	HSP90AA1	0.593
FOXA1	ERBB3	0.616
FOXA1	KRT8	0.623
FOXA1	ESR2	0.632
FOXA1	ERBB2	0.64
FOXA1	GREB1	0.674
FOXA1	FOS	0.802
FOXA1	JUN	0.817
FOXA1	EP300	0.933
FOXA1	GATA3	0.997
FOXA1	ESR1	0.998
KRT5	GRB2	0.453
KRT5	KRT8	0.478
KRT5	KRAS	0.508
KRT5	EGF	0.514
KRT5	KIT	0.614
KRT5	EPCAM	0.673
KRT5	GATA3	0.675
KRT5	ESR1	0.737
KRT5	ERBB2	0.796
KRT5	EGFR	0.885
KRAS	EIF4EBP1	0.418
KRAS	ETS1	0.42
KRAS	FOXO1	0.422
KRAS	E2F3	0.427
KRAS	FOXM1	0.431
KRAS	FOXO3	0.444
KRAS	GATA3	0.489
KRAS	IGF2	0.507
KRAS	FOS	0.55
KRAS	EPCAM	0.59
KRAS	KRT19	0.607
KRAS	GRB7	0.614
KRAS	JUN	0.624
KRAS	HIF1A	0.626
KRAS	MCL1	0.629
KRAS	FGF19	0.646
KRAS	EZH2	0.673
KRAS	IRS1	0.689
KRAS	IGF1	0.698
KRAS	EP300	0.757
KRAS	ESR1	0.764
KRAS	FBXW7	0.768
KRAS	KDR	0.78
KRAS	HSP90AA1	0.818
KRAS	JAK2	0.85
KRAS	EGF	0.854
KRAS	ERBB4	0.862
KRAS	ERBB3	0.919
KRAS	GRB2	0.931
KRAS	MAPK8	0.948
KRAS	ERBB2	0.966
KRAS	IGF1R	0.971
KRAS	FGFR2	0.973
KRAS	KIT	0.976
KRAS	FGFR1	0.981
KRAS	HRAS	0.992
KRAS	MAP2K1	0.995
KRAS	EGFR	0.997
E2F3	HIF1A	0.407
E2F3	JUN	0.417
E2F3	ETS1	0.43
E2F3	FOXM1	0.435
E2F3	EGFR	0.445
E2F3	ERBB2	0.463
E2F3	EP300	0.645
E2F3	EZH2	0.732
GAB1	FGF19	0.493
GAB1	ERBB4	0.526
GAB1	HSP90AA1	0.54
GAB1	IRS1	0.553
GAB1	FGFR1	0.588
GAB1	JAK2	0.608
GAB1	EGF	0.826
GAB1	KIT	0.914
GAB1	FGFR2	0.918
GAB1	KDR	0.92
GAB1	ERBB3	0.932
GAB1	IGF1R	0.935
GAB1	ERBB2	0.948
GAB1	GRB2	0.999
GAB1	EGFR	0.999
EP300	EGF	0.406
EP300	IGF1R	0.423
EP300	JAK2	0.456
EP300	FGFR2	0.473
EP300	MAP2K1	0.522
EP300	EGFR	0.588
EP300	HRAS	0.595
EP300	GRB2	0.601
EP300	ERBB2	0.652
EP300	MCL1	0.675
EP300	MAPK8	0.7
EP300	FBXW7	0.755
EP300	HSP90AA1	0.809
EP300	ESR2	0.811
EP300	GREB1	0.882
EP300	ETS1	0.954
EP300	FOXM1	0.957
EP300	GATA3	0.959
EP300	EZH2	0.963
EP300	FOS	0.964
EP300	FOXO1	0.984
EP300	FOXO3	0.991
EP300	ESR1	0.997
EP300	JUN	0.999
EP300	HIF1A	0.999
EPCAM	HIF1A	0.424
EPCAM	EZH2	0.427
EPCAM	KDR	0.445
EPCAM	ERBB3	0.51
EPCAM	HSP90AA1	0.511
EPCAM	ESR1	0.544
EPCAM	KIT	0.607
EPCAM	EGF	0.63
EPCAM	KRT8	0.845
EPCAM	KRT19	0.888
EPCAM	EGFR	0.923
EPCAM	ERBB2	0.927
KDR	FOS	0.402
KDR	EZH2	0.415
KDR	KIT	0.429
KDR	MCL1	0.445
KDR	ETS1	0.445
KDR	FBXW7	0.454
KDR	JUN	0.499
